date,station_name,PM10,PM25,NO_val,NO2,NOX,CO,SO2,NH3,Ozone,Benzene,PM10_AQI,PM25_AQI,NO2 _AQI,CO_AQI,SO2_AQI,NH3_AQI,Ozone_AQI,Worst_pollutant,pollutant_name,Avg_AQI,AQI_Category,AQI_Range,AQI_Range_Sort
1/26/2025,Gupteshwar,56.72,27.98,9.42,47.75,33.05,0.86,13.28,11,35.19,0.79,56.72,46.63,59.69,43,16.6,2.75,35.19,59.69,NO2,37.23,Satisfactory,51 – 100,2
1/27/2025,Gupteshwar,49.97,22.4,13.98,48.72,37.11,1.02,13.36,10.58,35.05,0.81,49.97,37.33,60.9,51,16.7,2.65,35.05,60.9,NO2,36.23,Satisfactory,51 – 100,2
1/28/2025,Gupteshwar,53.61,26.2,7.87,44.37,30.12,0.89,13.17,10.72,37.22,0.87,53.61,43.67,55.46,44.5,16.46,2.68,37.22,55.46,NO2,36.23,Satisfactory,51 – 100,2
2/7/2025,Gupteshwar,53.94,23.4,15.31,48.16,38.22,1.08,13.14,10.57,40.41,0.74,53.94,39,60.2,54,16.43,2.64,40.41,60.2,NO2,38.09,Satisfactory,51 – 100,2
2/14/2025,Gupteshwar,51.29,18.24,6.88,41.44,27.63,0.99,13.24,10.39,35.71,1,51.29,30.4,51.8,49.5,16.55,2.6,35.71,51.8,NO2,33.98,Satisfactory,51 – 100,2
2/23/2025,Gupteshwar,53.43,18.76,10.07,55.82,37.87,1.31,13.25,10.29,50.3,0.76,53.43,31.27,69.78,65.5,16.56,2.57,50.3,69.78,NO2,41.34,Satisfactory,51 – 100,2
2/24/2025,Gupteshwar,49.22,19.09,4.27,40.74,24.98,0.93,13.43,10.85,47.17,0.81,49.22,31.82,50.93,46.5,16.79,2.71,47.17,50.93,NO2,35.02,Satisfactory,51 – 100,2
3/9/2025,Govindh Bhavan Colony,55.54,9.45,14.3,39.36,30.11,0.26,75.01,11.68,52.68,0.87,55.54,15.75,49.2,13,93.76,2.92,52.68,93.76,SO2,40.41,Satisfactory,51 – 100,2
4/28/2025,Govindh Bhavan Colony,40.68,13.84,9.22,33.55,25.34,0.38,46.79,4.3,13.19,0.56,40.68,23.07,41.94,19,58.49,1.08,13.19,58.49,SO2,28.21,Satisfactory,51 – 100,2
5/6/2025,Govindh Bhavan Colony,43.88,13.27,8.17,31.45,23.37,0.36,48.32,4.91,50.3,0.47,43.88,22.12,39.31,18,60.4,1.23,50.3,60.4,SO2,33.61,Satisfactory,51 – 100,2
5/9/2025,Govindh Bhavan Colony,40.42,12.92,8.49,33.49,24.24,0.36,28.63,5.63,40.39,0.59,40.42,21.53,41.86,18,35.79,1.41,40.39,41.86,NO2,28.49,Good,0 – 50,1
5/22/2025,Govindh Bhavan Colony,31.61,10.21,5.57,28.34,19.39,0.99,60.19,5.61,70.72,0.4,31.61,17.02,35.43,49.5,75.24,1.4,70.72,75.24,SO2,40.13,Satisfactory,51 – 100,2
6/20/2025,Govindh Bhavan Colony,46.33,13.11,7.08,32.79,22.52,0.94,85.36,5.96,25.68,0.44,46.33,21.85,40.99,47,101.79,1.49,25.68,101.79,SO2,40.73,Moderate,101 – 200,3
6/21/2025,Govindh Bhavan Colony,32.81,13.34,5.3,31.44,20.68,0.95,50.35,6.78,30.7,0.34,32.81,22.23,39.3,47.5,62.94,1.7,30.7,62.94,SO2,33.88,Satisfactory,51 – 100,2
6/24/2025,Govindh Bhavan Colony,19.27,6.75,5.36,31.23,20.8,0.96,65.09,7.07,26.15,0.29,19.27,11.25,39.04,48,81.36,1.77,26.15,81.36,SO2,32.41,Satisfactory,51 – 100,2
6/26/2025,Govindh Bhavan Colony,17.69,9.2,6.25,31.69,21.62,0.94,78.13,6.76,24.89,0.43,17.69,15.33,39.61,47,97.66,1.69,24.89,97.66,SO2,34.84,Satisfactory,51 – 100,2
7/8/2025,Govindh Bhavan Colony,12,12.22,5.47,30.47,20.5,0.9,49.01,6.54,34.02,0.32,12,20.37,38.09,45,61.26,1.64,34.02,61.26,SO2,30.34,Satisfactory,51 – 100,2
8/1/2025,Govindh Bhavan Colony,33.95,15,3.16,40.14,23.06,0.98,21.43,7.9,4.38,0.26,33.95,25,50.18,49,26.79,1.98,4.38,50.18,NO2,27.32,Satisfactory,51 – 100,2
8/2/2025,Govindh Bhavan Colony,30.73,14.44,3.59,38.95,22.39,0.97,27.13,7.89,5.52,0.31,30.73,24.07,48.69,48.5,33.91,1.97,5.52,48.69,NO2,27.63,Good,0 – 50,1
8/3/2025,Govindh Bhavan Colony,37.29,19.48,3.45,39.71,22.99,0.98,24.44,7.88,3.61,0.26,37.29,32.47,49.64,49,30.55,1.97,3.61,49.64,NO2,29.22,Good,0 – 50,1
8/4/2025,Govindh Bhavan Colony,32.66,15.92,5.2,35.05,21.42,0.82,21.15,7.92,6.95,0.31,32.66,26.53,43.81,41,26.44,1.98,6.95,43.81,NO2,25.62,Good,0 – 50,1
8/7/2025,Govindh Bhavan Colony,33.33,16.54,2.6,28.69,17.27,0.84,33.99,7.96,11.34,0.17,33.33,27.57,35.86,42,42.49,1.99,11.34,42.49,SO2,27.8,Good,0 – 50,1
8/8/2025,Govindh Bhavan Colony,34.42,17.28,2.61,29.8,17.97,0.65,22.55,7.95,5.97,0.26,34.42,28.8,37.25,32.5,28.19,1.99,5.97,37.25,NO2,24.16,Good,0 – 50,1
8/9/2025,Govindh Bhavan Colony,27.88,12.22,2.62,29.77,17.97,0.61,22.27,7.96,6.88,0.19,27.88,20.37,37.21,30.5,27.84,1.99,6.88,37.21,NO2,21.81,Good,0 – 50,1
8/10/2025,Govindh Bhavan Colony,27.92,12.36,2.58,29.7,17.9,0.59,21.29,7.92,7.68,0.21,27.92,20.6,37.13,29.5,26.61,1.98,7.68,37.13,NO2,21.63,Good,0 – 50,1
8/11/2025,Govindh Bhavan Colony,22.42,10.5,2.59,29.81,17.96,0.57,21.25,7.97,8,0.21,22.42,17.5,37.26,28.5,26.56,1.99,8,37.26,NO2,20.32,Good,0 – 50,1
8/12/2025,Govindh Bhavan Colony,29.38,13.48,2.6,29.77,17.95,0.74,21.62,7.95,8.51,0.27,29.38,22.47,37.21,37,27.03,1.99,8.51,37.21,NO2,23.37,Good,0 – 50,1
8/13/2025,Govindh Bhavan Colony,27.72,12.24,2.6,29.66,17.89,0.5,21.84,7.93,5.9,0.35,27.72,20.4,37.08,25,27.3,1.98,5.9,37.08,NO2,20.77,Good,0 – 50,1
8/14/2025,Govindh Bhavan Colony,25.23,10.6,2.57,29.65,17.87,0.65,19.87,7.94,6.17,0.41,25.23,17.67,37.06,32.5,24.84,1.99,6.17,37.06,NO2,20.78,Good,0 – 50,1
8/15/2025,Govindh Bhavan Colony,29.11,13.27,2.53,29.53,17.77,0.59,21.66,7.9,7.6,0.36,29.11,22.12,36.91,29.5,27.08,1.98,7.6,36.91,NO2,22.04,Good,0 – 50,1
8/16/2025,Govindh Bhavan Colony,20.4,7.02,2.62,29.65,17.91,0.74,21.07,7.96,8.62,0.34,20.4,11.7,37.06,37,26.34,1.99,8.62,37.06,NO2,20.44,Good,0 – 50,1
8/17/2025,Govindh Bhavan Colony,22.09,8.39,2.67,29.94,18.1,0.62,21.49,7.94,6.23,0.55,22.09,13.98,37.43,31,26.86,1.99,6.23,37.43,NO2,19.94,Good,0 – 50,1
8/18/2025,Govindh Bhavan Colony,21.02,7.1,2.64,29.43,17.8,0.61,21.47,7.93,8.66,0.35,21.02,11.83,36.79,30.5,26.84,1.98,8.66,36.79,NO2,19.66,Good,0 – 50,1
8/19/2025,Govindh Bhavan Colony,21.29,9.07,2.5,28.98,17.45,0.55,20.43,7.98,18.55,0.24,21.29,15.12,36.23,27.5,25.54,2,18.55,36.23,NO2,20.89,Good,0 – 50,1
8/20/2025,Govindh Bhavan Colony,23.6,10.23,2.51,28.57,17.15,0.63,21.84,8.13,11.18,0.24,23.6,17.05,35.71,31.5,27.3,2.03,11.18,35.71,NO2,21.2,Good,0 – 50,1
8/21/2025,Govindh Bhavan Colony,19.64,11.01,2.49,29.04,17.48,0.61,22.42,8.2,16.07,0.18,19.64,18.35,36.3,30.5,28.03,2.05,16.07,36.3,NO2,21.56,Good,0 – 50,1
8/22/2025,Govindh Bhavan Colony,18.31,9.18,2.49,28.93,17.4,0.66,22.22,8.09,14.27,0.15,18.31,15.3,36.16,33,27.78,2.02,14.27,36.16,NO2,20.98,Good,0 – 50,1
8/23/2025,Govindh Bhavan Colony,19.21,10.36,2.49,29.13,17.53,0.63,23.36,8.2,32.35,0.19,19.21,17.27,36.41,31.5,29.2,2.05,32.35,36.41,NO2,24,Good,0 – 50,1
8/24/2025,Govindh Bhavan Colony,18.66,9.95,3.94,32.31,20.39,0.63,40.12,8.18,31.97,0.15,18.66,16.58,40.39,31.5,50.15,2.05,31.97,50.15,SO2,27.33,Satisfactory,51 – 100,2
8/25/2025,Govindh Bhavan Colony,22.93,10.37,2.5,29.03,17.47,0.66,21.55,8.21,30.15,0.19,22.93,17.28,36.29,33,26.94,2.05,30.15,36.29,NO2,24.09,Good,0 – 50,1
8/26/2025,Govindh Bhavan Colony,24.97,11.54,2.5,28.9,17.41,0.71,21.4,8.28,28.83,0.33,24.97,19.23,36.13,35.5,26.75,2.07,28.83,36.13,NO2,24.78,Good,0 – 50,1
8/28/2025,Govindh Bhavan Colony,34.99,16.56,2.49,28.92,17.41,0.62,22.03,8.13,35.4,0.28,34.99,27.6,36.15,31,27.54,2.03,35.4,36.15,NO2,27.82,Good,0 – 50,1
8/29/2025,Govindh Bhavan Colony,31.11,17.71,2.48,28.79,17.34,0.6,61.84,2.67,37.18,0.28,31.11,29.52,35.99,30,77.3,0.67,37.18,77.3,SO2,34.54,Satisfactory,51 – 100,2
8/30/2025,Govindh Bhavan Colony,32.97,17.7,2.47,28.77,17.3,0.52,22.59,3.22,34.92,0.27,32.97,29.5,35.96,26,28.24,0.81,34.92,35.96,NO2,26.91,Good,0 – 50,1
9/1/2025,Govindh Bhavan Colony,24.76,12.33,2.49,28.91,17.4,0.66,20.95,4.07,19.89,0.24,24.76,20.55,36.14,33,26.19,1.02,19.89,36.14,NO2,23.08,Good,0 – 50,1
9/2/2025,Govindh Bhavan Colony,32.71,15.1,2.6,28.92,17.47,0.67,23.63,4.62,17.03,0.23,32.71,25.17,36.15,33.5,29.54,1.16,17.03,36.15,NO2,25.04,Good,0 – 50,1
9/3/2025,Govindh Bhavan Colony,25.53,13.63,2.53,29,17.48,0.69,38.89,4.22,15.72,0.27,25.53,22.72,36.25,34.5,48.61,1.06,15.72,48.61,SO2,26.34,Good,0 – 50,1
9/4/2025,Govindh Bhavan Colony,26.12,14.33,2.49,28.9,17.4,0.56,48.94,5.23,14.48,0.28,26.12,23.88,36.13,28,61.18,1.31,14.48,61.18,SO2,27.3,Satisfactory,51 – 100,2
9/5/2025,Govindh Bhavan Colony,30.13,17.18,2.52,28.98,17.46,0.61,21.2,3.01,19.47,0.2,30.13,28.63,36.23,30.5,26.5,0.75,19.47,36.23,NO2,24.6,Good,0 – 50,1
9/7/2025,Govindh Bhavan Colony,25.51,12.47,2.51,28.92,17.42,0.63,21.19,4.48,16.35,0.2,25.51,20.78,36.15,31.5,26.49,1.12,16.35,36.15,NO2,22.56,Good,0 – 50,1
9/8/2025,Govindh Bhavan Colony,26.23,12.58,2.51,28.94,17.44,0.63,21.2,5.56,15.66,0.24,26.23,20.97,36.18,31.5,26.5,1.39,15.66,36.18,NO2,22.63,Good,0 – 50,1
9/9/2025,Govindh Bhavan Colony,30.07,13.73,2.55,29.08,17.53,0.55,21.2,6.44,6.55,0.43,30.07,22.88,36.35,27.5,26.5,1.61,6.55,36.35,NO2,21.64,Good,0 – 50,1
9/27/2025,Govindh Bhavan Colony,29.26,16.52,2.49,29.09,17.5,0.51,21.08,6.18,28.98,0.19,29.26,27.53,36.36,25.5,26.35,1.55,28.98,36.36,NO2,25.08,Good,0 – 50,1
9/28/2025,Govindh Bhavan Colony,23.48,11.8,2.48,24.85,15.23,0.52,20.45,6.49,20.49,0.15,23.48,19.67,31.06,26,25.56,1.62,20.49,31.06,NO2,21.13,Good,0 – 50,1
4/28/2025,Suhagi,76.95,15.52,10.74,67.4,44.58,1.53,11.08,10.01,53.77,0.48,76.95,25.87,84.25,76.5,13.85,2.5,53.77,84.25,NO2,47.67,Satisfactory,51 – 100,2
5/3/2025,Suhagi,66.28,16.51,5.37,54.27,33.24,0.81,12.39,9.8,63.3,0.57,66.28,27.52,67.84,40.5,15.49,2.45,63.3,67.84,NO2,40.48,Satisfactory,51 – 100,2
5/4/2025,Suhagi,55.09,12.37,4.24,51.79,30.99,1.02,7.33,9.8,61.01,0.37,55.09,20.62,64.74,51,9.16,2.45,61.01,64.74,NO2,37.72,Satisfactory,51 – 100,2
5/5/2025,Suhagi,54.01,12.31,6.26,54.51,34.09,1.28,7.01,9.55,47.87,0.37,54.01,20.52,68.14,64,8.76,2.39,47.87,68.14,NO2,37.95,Satisfactory,51 – 100,2
5/6/2025,Suhagi,50.15,10.9,4.74,51.94,31.49,1.01,5.47,9.58,51.2,0.37,50.15,18.17,64.93,50.5,6.84,2.4,51.2,64.93,NO2,34.88,Satisfactory,51 – 100,2
5/8/2025,Suhagi,64.26,13.5,9.63,62.58,41.12,1.49,9.51,9.78,51.5,0.43,64.26,22.5,78.23,74.5,11.89,2.45,51.5,78.23,NO2,43.62,Satisfactory,51 – 100,2
5/9/2025,Suhagi,55.08,12.58,6.97,59.04,37.08,0.83,10.37,9.76,54.23,0.43,55.08,20.97,73.8,41.5,12.96,2.44,54.23,73.8,NO2,37.28,Satisfactory,51 – 100,2
5/10/2025,Suhagi,63.83,15.5,5.15,58.45,35.28,1.09,9.74,9.78,68.82,0.44,63.83,25.83,73.06,54.5,12.18,2.45,68.82,73.06,NO2,42.95,Satisfactory,51 – 100,2
5/11/2025,Suhagi,55.22,13.05,4.55,57.09,34.07,1.03,6.63,9.81,61.76,0.4,55.22,21.75,71.36,51.5,8.29,2.45,61.76,71.36,NO2,38.9,Satisfactory,51 – 100,2
5/23/2025,Suhagi,57.58,23.19,17.95,48.68,40.5,0.5,13.57,12.39,57.51,0.89,57.58,38.65,60.85,25,16.96,3.1,57.51,60.85,NO2,37.09,Satisfactory,51 – 100,2
5/24/2025,Suhagi,65.05,28.56,23.95,60.92,,0.73,12.69,11.06,0.4,0.27,65.05,47.6,76.14,36.29,15.86,2.76,0.4,76.14,NO2,34.87,Satisfactory,51 – 100,2
6/23/2025,Suhagi,26.19,5.11,3.21,22.43,14.54,0.43,7.26,7.22,17.29,0.29,26.19,8.52,28.04,21.5,9.08,1.81,17.29,28.04,NO2,16.06,Good,0 – 50,1
9/3/2025,Suhagi,22.95,13.05,7.87,25.56,19.97,0.48,4.33,9.18,25.26,1.92,22.95,21.75,31.95,24,5.41,2.3,25.26,31.95,NO2,19.09,Good,0 – 50,1
9/7/2025,Suhagi,25.14,13.61,9.76,25.54,21.52,0.5,4.13,8.22,29.1,1.84,25.14,22.68,31.93,25,5.16,2.06,29.1,31.93,NO2,20.15,Good,0 – 50,1
9/8/2025,Suhagi,24.97,13.59,6.94,23.95,18.39,0.42,6.61,8.49,29.57,1.8,24.97,22.65,29.94,21,8.26,2.12,29.57,29.94,NO2,19.79,Good,0 – 50,1
9/29/2025,Suhagi,34.17,20.21,13.35,28.2,25.84,0.48,5.7,8.88,29.19,0.33,34.17,33.68,35.25,24,7.13,2.22,29.19,35.25,NO2,23.66,Good,0 – 50,1
2/12/2025,Gupteshwar,42.7,15.81,3.07,36.06,21.68,0.81,13.08,10.78,59.95,0.9,42.7,26.35,45.08,40.5,16.35,2.7,59.95,59.95,Ozone,33.37,Satisfactory,51 – 100,2
2/13/2025,Gupteshwar,48.25,19.96,2.96,36.39,21.77,0.54,13.39,10.64,53.86,0.94,48.25,33.27,45.49,27,16.74,2.66,53.86,53.86,Ozone,32.47,Satisfactory,51 – 100,2
2/16/2025,Gupteshwar,43.95,17.83,2.71,30.48,18.42,0.74,13.3,11.21,47.52,1,43.95,29.72,38.1,37,16.63,2.8,47.52,47.52,Ozone,30.82,Good,0 – 50,1
3/1/2025,Gupteshwar,60.47,24.3,2.37,33.05,19.5,0.86,13.59,11.27,66.43,0.86,60.47,40.5,41.31,43,16.99,2.82,66.43,66.43,Ozone,38.79,Satisfactory,51 – 100,2
3/5/2025,Gupteshwar,49.95,11.02,2.49,28.07,17,0.56,8.59,10.29,52.06,0.89,49.95,18.37,35.09,28,10.74,2.57,52.06,52.06,Ozone,28.11,Satisfactory,51 – 100,2
3/7/2025,Gupteshwar,44.26,17.52,4.68,29.81,19.66,0.86,6.82,10.22,46,0.86,44.26,29.2,37.26,43,8.53,2.56,46,46,Ozone,30.11,Good,0 – 50,1
3/9/2025,Gupteshwar,42.69,15.46,3.78,27.16,17.53,0.75,7.22,10.62,50.14,0.86,42.69,25.77,33.95,37.5,9.03,2.66,50.14,50.14,Ozone,28.82,Satisfactory,51 – 100,2
3/12/2025,Gupteshwar,49.51,15.16,4.16,28.64,18.62,0.91,9.68,10.86,75.83,0.61,49.51,25.27,35.8,45.5,12.1,2.72,75.83,75.83,Ozone,35.25,Satisfactory,51 – 100,2
3/15/2025,Gupteshwar,40.32,16.85,4.6,26.29,17.73,0.86,6.71,11.48,44.82,0.74,40.32,28.08,32.86,43,8.39,2.87,44.82,44.82,Ozone,28.62,Good,0 – 50,1
3/16/2025,Gupteshwar,48,19.39,3.85,24.32,16.08,0.89,7.26,11.86,50.59,0.74,48,32.32,30.4,44.5,9.08,2.97,50.59,50.59,Ozone,31.12,Satisfactory,51 – 100,2
3/17/2025,Gupteshwar,47.34,18.35,3.32,23.36,15.12,0.81,7.68,11.96,55.05,0.74,47.34,30.58,29.2,40.5,9.6,2.99,55.05,55.05,Ozone,30.75,Satisfactory,51 – 100,2
3/18/2025,Gupteshwar,43.9,15.16,3.39,25.75,16.45,0.82,8.24,11.62,60.88,0.74,43.9,25.27,32.19,41,10.3,2.91,60.88,60.88,Ozone,30.92,Satisfactory,51 – 100,2
3/19/2025,Gupteshwar,47.51,17.07,3,22.71,14.52,0.77,9.17,11.69,70.6,0.77,47.51,28.45,28.39,38.5,11.46,2.92,70.6,70.6,Ozone,32.55,Satisfactory,51 – 100,2
3/20/2025,Gupteshwar,51.12,22.9,2.73,22.49,14.18,1.07,9.76,11.32,76.65,0.82,51.12,38.17,28.11,53.5,12.2,2.83,76.65,76.65,Ozone,37.51,Satisfactory,51 – 100,2
3/21/2025,Gupteshwar,48.78,25.09,3.56,26.48,16.98,0.82,8,10.97,58.37,0.91,48.78,41.82,33.1,41,10,2.74,58.37,58.37,Ozone,33.69,Satisfactory,51 – 100,2
3/23/2025,Gupteshwar,52.85,20.1,3.03,27.63,17.15,0.82,10.73,10.86,57.67,1.01,52.85,33.5,34.54,41,13.41,2.72,57.67,57.67,Ozone,33.67,Satisfactory,51 – 100,2
3/24/2025,Gupteshwar,52.21,23.7,9.42,41.54,29.75,1.15,10.61,10.54,59.61,0.98,52.21,39.5,51.93,57.5,13.26,2.64,59.61,59.61,Ozone,39.52,Satisfactory,51 – 100,2
4/15/2025,Gupteshwar,78.73,37.06,2.89,26.58,16.36,0.89,7.61,12.44,79.95,2.14,78.73,61.77,33.23,44.5,9.51,3.11,79.95,79.95,Ozone,44.4,Satisfactory,51 – 100,2
4/28/2025,Gupteshwar,56.9,30.62,4.58,31.59,20.43,0.85,6.73,11.97,65.35,1.55,56.9,51.03,39.49,42.5,8.41,2.99,65.35,65.35,Ozone,38.1,Satisfactory,51 – 100,2
4/29/2025,Gupteshwar,58.45,31.82,3.27,17.63,12.03,0.66,6.93,12.63,79.23,1.6,58.45,53.03,22.04,33,8.66,3.16,79.23,79.23,Ozone,36.8,Satisfactory,51 – 100,2
4/30/2025,Gupteshwar,47.86,29.16,2.96,19.4,12.61,0.7,6.8,11.62,84.68,1.56,47.86,48.6,24.25,35,8.5,2.91,84.68,84.68,Ozone,35.97,Satisfactory,51 – 100,2
5/1/2025,Gupteshwar,52.18,28.26,3.05,17.01,11.49,0.68,7.05,11.51,78.28,1.54,52.18,47.1,21.26,34,8.81,2.88,78.28,78.28,Ozone,34.93,Satisfactory,51 – 100,2
5/2/2025,Gupteshwar,59.18,27.46,3.45,25.4,16.41,0.92,6.87,11.08,75.42,1.56,59.18,45.77,31.75,46,8.59,2.77,75.42,75.42,Ozone,38.5,Satisfactory,51 – 100,2
5/3/2025,Gupteshwar,68.11,34.01,2.99,18.9,12.43,0.73,6.76,11.41,69.66,1.32,68.11,56.68,23.63,36.5,8.45,2.85,69.66,69.66,Ozone,37.98,Satisfactory,51 – 100,2
5/4/2025,Gupteshwar,54.27,25.47,3.25,20.78,13.7,0.66,7.05,11.23,66.66,1.57,54.27,42.45,25.98,33,8.81,2.81,66.66,66.66,Ozone,33.43,Satisfactory,51 – 100,2
5/6/2025,Gupteshwar,54.9,24.47,3.16,18.14,12.26,0.64,6.68,11.4,58.7,1.75,54.9,40.78,22.68,32,8.35,2.85,58.7,58.7,Ozone,31.47,Satisfactory,51 – 100,2
5/7/2025,Gupteshwar,35.79,21.35,3.21,14.72,10.39,0.59,7.03,10.93,68.62,1.25,35.79,35.58,18.4,29.5,8.79,2.73,68.62,68.62,Ozone,28.49,Satisfactory,51 – 100,2
5/8/2025,Gupteshwar,55.68,21.93,4.26,24.67,16.58,0.79,7.15,10.42,59.39,1.23,55.68,36.55,30.84,39.5,8.94,2.61,59.39,59.39,Ozone,33.36,Satisfactory,51 – 100,2
5/9/2025,Gupteshwar,39.86,20,2.98,15.72,10.66,0.62,6.9,10.96,60.43,1.29,39.86,33.33,19.65,31,8.63,2.74,60.43,60.43,Ozone,27.95,Satisfactory,51 – 100,2
5/10/2025,Gupteshwar,61.9,30,4.96,35.15,22.73,1.25,5.87,10.41,66.87,1.45,61.9,50,43.94,62.5,7.34,2.6,66.87,66.87,Ozone,42.16,Satisfactory,51 – 100,2
5/11/2025,Gupteshwar,46.05,28.03,3.31,22.08,14.43,0.68,7.12,10.81,62.99,1.17,46.05,46.72,27.6,34,8.9,2.7,62.99,62.99,Ozone,32.71,Satisfactory,51 – 100,2
5/12/2025,Gupteshwar,50.85,25.97,3.31,22.93,14.68,0.7,6.9,11.18,67.15,2.29,50.85,43.28,28.66,35,8.63,2.8,67.15,67.15,Ozone,33.77,Satisfactory,51 – 100,2
5/13/2025,Gupteshwar,53.56,23.72,3.12,26.01,16.37,0.62,7.3,13.26,63.73,10.59,53.56,39.53,32.51,31,9.13,3.32,63.73,63.73,Ozone,33.25,Satisfactory,51 – 100,2
5/15/2025,Gupteshwar,51.92,39.46,3.2,17.99,12.17,0.67,7.04,10.4,67.07,2.22,51.92,65.77,22.49,33.5,8.8,2.6,67.07,67.07,Ozone,36.02,Satisfactory,51 – 100,2
5/17/2025,Gupteshwar,46.92,35.65,3.23,20.86,13.72,0.92,6.71,10.59,65.13,3.2,46.92,59.42,26.08,46,8.39,2.65,65.13,65.13,Ozone,36.37,Satisfactory,51 – 100,2
5/18/2025,Gupteshwar,32.86,24.81,3.22,19.41,12.95,0.98,6.64,10.59,77.27,3.12,32.86,41.35,24.26,49,8.3,2.65,77.27,77.27,Ozone,33.67,Satisfactory,51 – 100,2
5/19/2025,Gupteshwar,39.06,29.47,3.11,20.42,13.23,1.02,6.64,10.58,74.33,3.07,39.06,49.12,25.53,51,8.3,2.65,74.33,74.33,Ozone,35.71,Satisfactory,51 – 100,2
5/20/2025,Gupteshwar,38.96,29.31,3.33,19.46,12.83,0.97,6.72,10.84,68.96,2.99,38.96,48.85,24.33,48.5,8.4,2.71,68.96,68.96,Ozone,34.39,Satisfactory,51 – 100,2
5/21/2025,Gupteshwar,43.07,32.55,3.16,19.41,12.89,0.98,7.36,10.83,72.91,0.65,43.07,54.25,24.26,49,9.2,2.71,72.91,72.91,Ozone,36.49,Satisfactory,51 – 100,2
5/22/2025,Gupteshwar,47.88,36.51,3.08,16.89,11.5,0.89,7.45,10.64,62.52,0.67,47.88,60.85,21.11,44.5,9.31,2.66,62.52,62.52,Ozone,35.55,Satisfactory,51 – 100,2
5/23/2025,Gupteshwar,44.85,33.92,3.08,16.66,11.37,0.89,7.37,10.59,62.09,0.64,44.85,56.53,20.83,44.5,9.21,2.65,62.09,62.09,Ozone,34.38,Satisfactory,51 – 100,2
5/28/2025,Gupteshwar,53.75,40.84,2.75,15.31,10.39,0.96,6.64,10.81,68.8,0.48,53.75,68.07,19.14,48,8.3,2.7,68.8,68.8,Ozone,38.39,Satisfactory,51 – 100,2
6/11/2025,Gupteshwar,36.73,27.78,2.78,14.95,10.21,0.96,7.34,11.55,82.71,0.63,36.73,46.3,18.69,48,9.18,2.89,82.71,82.71,Ozone,34.93,Satisfactory,51 – 100,2
6/12/2025,Gupteshwar,45.79,34.66,2.78,16.93,11.27,0.96,7.33,11.29,76.97,0.63,45.79,57.77,21.16,48,9.16,2.82,76.97,76.97,Ozone,37.38,Satisfactory,51 – 100,2
6/13/2025,Gupteshwar,36.6,27.58,3.15,17.29,11.73,0.94,7.11,11.11,63.29,0.58,36.6,45.97,21.61,47,8.89,2.78,63.29,63.29,Ozone,32.3,Satisfactory,51 – 100,2
6/14/2025,Gupteshwar,39.29,29.71,2.96,17.36,11.64,0.93,6.82,11.09,53.9,0.53,39.29,49.52,21.7,46.5,8.53,2.77,53.9,53.9,Ozone,31.74,Satisfactory,51 – 100,2
10/31/2025,Gupteshwar,22.29,19.55,1.13,8.73,5.26,0.73,3.38,33.03,43.33,1.88,22.29,32.58,10.91,36.5,4.23,8.26,43.33,43.33,Ozone,22.59,Good,0 – 50,1
11/4/2025,Gupteshwar,66.98,28.9,5.7,20.61,14.91,1.11,6.01,34.71,81.79,2.14,66.98,48.17,25.76,55.5,7.51,8.68,81.79,81.79,Ozone,42.06,Satisfactory,51 – 100,2
1/3/2025,Govindh Bhavan Colony,35.56,17.94,11.25,14.91,17.09,0.74,12.79,24.12,37.4,1.16,35.56,29.9,18.64,37,15.99,6.03,37.4,37.4,Ozone,25.79,Good,0 – 50,1
1/10/2025,Govindh Bhavan Colony,46.33,23.4,11.15,17.94,18.13,0.63,21.56,23.75,56.99,1.18,46.33,39,22.43,31.5,26.95,5.94,56.99,56.99,Ozone,32.73,Satisfactory,51 – 100,2
1/11/2025,Govindh Bhavan Colony,59.19,31.33,10.8,16.26,17.43,0.73,13.74,23.37,62.52,1.12,59.19,52.22,20.33,36.5,17.18,5.84,62.52,62.52,Ozone,36.25,Satisfactory,51 – 100,2
3/5/2025,Govindh Bhavan Colony,46.03,11.66,8.7,32.82,24.54,0.21,12.2,12.53,54.47,0.55,46.03,19.43,41.03,10.5,15.25,3.13,54.47,54.47,Ozone,27.12,Satisfactory,51 – 100,2
3/6/2025,Govindh Bhavan Colony,39,12.93,8.97,36.59,26.75,0.28,14.35,12.5,48.16,1.03,39,21.55,45.74,14,17.94,3.13,48.16,48.16,Ozone,27.07,Good,0 – 50,1
3/7/2025,Govindh Bhavan Colony,36.83,12.68,9.18,35.76,25.89,0.27,13.29,12.49,51.5,0.75,36.83,21.13,44.7,13.5,16.61,3.12,51.5,51.5,Ozone,26.77,Satisfactory,51 – 100,2
3/8/2025,Govindh Bhavan Colony,45.57,17.17,9,35.95,26.35,0.45,22.05,12.14,53.51,1.09,45.57,28.62,44.94,22.5,27.56,3.04,53.51,53.51,Ozone,32.25,Satisfactory,51 – 100,2
3/10/2025,Govindh Bhavan Colony,33.5,9.98,8.04,34.31,23.62,0.2,46.99,11.6,60.7,0.45,33.5,16.63,42.89,10,58.74,2.9,60.7,60.7,Ozone,32.19,Satisfactory,51 – 100,2
